title,description,link,parameters
pandas.api.types.is_categorical,Check whether an array-like is a Categorical instance.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_categorical.html,arr
pandas.api.types.is_bool,Return True if given object is boolean.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_bool.html,
pandas.api.types.is_iterator,Check if the object is an iterator.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_iterator.html,
pandas.api.types.is_named_tuple,Check if the object is a named tuple.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_named_tuple.html,obj
pandas.api.types.is_list_like,Check if the object is list-like.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_list_like.html,
pandas.api.types.is_file_like,Check if the object is a file-like object.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_file_like.html,obj
pandas.api.types.is_dict_like,Check if the object is dict-like.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_dict_like.html,obj
pandas.api.types.is_sparse,Check whether an array-like is a 1-D pandas sparse array.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_sparse.html,arr
pandas.api.types.is_unsigned_integer_dtype,Check whether the provided array or dtype is of an unsigned integer dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_unsigned_integer_dtype.html,arr_or_dtype
pandas.api.types.is_timedelta64_ns_dtype,Check whether the provided array or dtype is of the timedelta64[ns] dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_timedelta64_ns_dtype.html,arr_or_dtype
pandas.api.types.is_timedelta64_dtype,Check whether an array-like or dtype is of the timedelta64 dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_timedelta64_dtype.html,arr_or_dtype
pandas.api.types.is_string_dtype,Check whether the provided array or dtype is of the string dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_string_dtype.html,arr_or_dtype
pandas.api.types.is_signed_integer_dtype,Check whether the provided array or dtype is of a signed integer dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_signed_integer_dtype.html,arr_or_dtype
pandas.api.types.is_period_dtype,Check whether an array-like or dtype is of the Period dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_period_dtype.html,arr_or_dtype
pandas.api.types.is_object_dtype,Check whether an array-like or dtype is of the object dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_object_dtype.html,arr_or_dtype
pandas.api.types.is_numeric_dtype,Check whether the provided array or dtype is of a numeric dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_numeric_dtype.html,arr_or_dtype
pandas.api.types.is_interval_dtype,Check whether an array-like or dtype is of the Interval dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_interval_dtype.html,arr_or_dtype
pandas.api.types.is_integer_dtype,Check whether the provided array or dtype is of an integer dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_integer_dtype.html,arr_or_dtype
pandas.api.types.is_int64_dtype,Check whether the provided array or dtype is of the int64 dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_int64_dtype.html,arr_or_dtype
pandas.api.types.is_float_dtype,Check whether the provided array or dtype is of a float dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_float_dtype.html,arr_or_dtype
pandas.api.types.is_extension_array_dtype,Check if an object is a pandas extension array type.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_extension_array_dtype.html,arr_or_dtype
pandas.api.types.is_extension_type,Check whether an array-like is of a pandas extension class instance.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_extension_type.html,arr
pandas.api.types.is_datetime64tz_dtype,Check whether an array-like or dtype is of a DatetimeTZDtype dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_datetime64tz_dtype.html,arr_or_dtype
pandas.api.types.is_datetime64_ns_dtype,Check whether the provided array or dtype is of the datetime64[ns] dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_datetime64_ns_dtype.html,arr_or_dtype
pandas.api.types.is_datetime64_dtype,Check whether an array-like or dtype is of the datetime64 dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_datetime64_dtype.html,arr_or_dtype
pandas.api.types.is_datetime64_any_dtype,Check whether the provided array or dtype is of the datetime64 dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_datetime64_any_dtype.html,arr_or_dtype
pandas.api.types.is_complex_dtype,Check whether the provided array or dtype is of a complex dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_complex_dtype.html,arr_or_dtype
pandas.api.types.is_categorical_dtype,Check whether an array-like or dtype is of the Categorical dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_categorical_dtype.html,arr_or_dtype
pandas.api.types.is_bool_dtype,Check whether the provided array or dtype is of a boolean dtype.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.is_bool_dtype.html,arr_or_dtype
pandas.api.types.pandas_dtype,Convert input into a pandas only dtype object or a numpy dtype object.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.pandas_dtype.html,dtype
pandas.api.types.infer_dtype,Return a string label of the type of a scalar or list-like of values.,https://pandas.pydata.org/docs/reference/api/pandas.api.types.infer_dtype.html,
pandas.api.types.union_categoricals,"Combine list-like of Categorical-like, unioning categories.",https://pandas.pydata.org/docs/reference/api/pandas.api.types.union_categoricals.html,"to_union,sort_categories=False,ignore_order=False"
pandas.BooleanDtype,,https://pandas.pydata.org/docs/reference/api/pandas.BooleanDtype.html,
pandas.arrays.BooleanArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.BooleanArray.html,"values,mask,copy=False"
pandas.StringDtype,,https://pandas.pydata.org/docs/reference/api/pandas.StringDtype.html,storage=None
pandas.arrays.ArrowStringArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.ArrowStringArray.html,values
pandas.arrays.StringArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.StringArray.html,"values,copy=False"
pandas.SparseDtype,,https://pandas.pydata.org/docs/reference/api/pandas.SparseDtype.html,"dtype=<class 'numpy.float64'>,fill_value=None"
pandas.arrays.SparseArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.SparseArray.html,"data,sparse_index=None,index=None,fill_value=None,kind='integer',dtype=None,copy=False"
pandas.Categorical.__array__,The numpy array interface.,https://pandas.pydata.org/docs/reference/api/pandas.Categorical.__array__.html,dtype=None
pandas.Categorical.codes,,https://pandas.pydata.org/docs/reference/api/pandas.Categorical.codes.html,
pandas.Categorical.ordered,,https://pandas.pydata.org/docs/reference/api/pandas.Categorical.ordered.html,
pandas.Categorical.categories,,https://pandas.pydata.org/docs/reference/api/pandas.Categorical.categories.html,
pandas.Categorical.dtype,,https://pandas.pydata.org/docs/reference/api/pandas.Categorical.dtype.html,
pandas.Categorical.from_codes,Make a Categorical type from codes and categories or dtype.,https://pandas.pydata.org/docs/reference/api/pandas.Categorical.from_codes.html,"codes,categories=None,ordered=None,dtype=None"
pandas.CategoricalDtype.ordered,,https://pandas.pydata.org/docs/reference/api/pandas.CategoricalDtype.ordered.html,
pandas.CategoricalDtype.categories,,https://pandas.pydata.org/docs/reference/api/pandas.CategoricalDtype.categories.html,
pandas.CategoricalDtype,,https://pandas.pydata.org/docs/reference/api/pandas.CategoricalDtype.html,"categories=None,ordered=False"
pandas.UInt64Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.UInt64Dtype.html,
pandas.UInt32Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.UInt32Dtype.html,
pandas.UInt16Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.UInt16Dtype.html,
pandas.UInt8Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.UInt8Dtype.html,
pandas.Int64Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.Int64Dtype.html,
pandas.Int32Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.Int32Dtype.html,
pandas.Int16Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.Int16Dtype.html,
pandas.Int8Dtype,,https://pandas.pydata.org/docs/reference/api/pandas.Int8Dtype.html,
pandas.arrays.IntegerArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.IntegerArray.html,"values,mask,copy=False"
pandas.IntervalDtype,,https://pandas.pydata.org/docs/reference/api/pandas.IntervalDtype.html,"subtype=None,closed=None"
pandas.arrays.IntervalArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.IntervalArray.html,"data,closed=None,dtype=None,copy=False,verify_integrity=True"
pandas.Interval.right,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.right.html,
pandas.Interval.overlaps,Check whether two Interval objects overlap.,https://pandas.pydata.org/docs/reference/api/pandas.Interval.overlaps.html,
pandas.Interval.open_right,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.open_right.html,
pandas.Interval.open_left,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.open_left.html,
pandas.Interval.mid,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.mid.html,
pandas.Interval.length,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.length.html,
pandas.Interval.left,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.left.html,
pandas.Interval.is_empty,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.is_empty.html,
pandas.Interval.closed_right,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.closed_right.html,
pandas.Interval.closed_left,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.closed_left.html,
pandas.Interval.closed,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.closed.html,
pandas.Interval,,https://pandas.pydata.org/docs/reference/api/pandas.Interval.html,
pandas.PeriodDtype,,https://pandas.pydata.org/docs/reference/api/pandas.PeriodDtype.html,freq=None
pandas.arrays.PeriodArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.PeriodArray.html,"values,dtype=None,freq=None,copy=False"
pandas.Period.to_timestamp,Return the Timestamp representation of the Period.,https://pandas.pydata.org/docs/reference/api/pandas.Period.to_timestamp.html,
pandas.Period.strftime,Returns a formatted string representation of the Period.,https://pandas.pydata.org/docs/reference/api/pandas.Period.strftime.html,
pandas.Period.now,Return the period of now’s date.,https://pandas.pydata.org/docs/reference/api/pandas.Period.now.html,
pandas.Period.asfreq,"Convert Period to desired frequency, at the start or end of the interval.",https://pandas.pydata.org/docs/reference/api/pandas.Period.asfreq.html,
pandas.Period.year,,https://pandas.pydata.org/docs/reference/api/pandas.Period.year.html,
pandas.Period.weekofyear,,https://pandas.pydata.org/docs/reference/api/pandas.Period.weekofyear.html,
pandas.Period.weekday,,https://pandas.pydata.org/docs/reference/api/pandas.Period.weekday.html,
pandas.Period.week,,https://pandas.pydata.org/docs/reference/api/pandas.Period.week.html,
pandas.Period.start_time,,https://pandas.pydata.org/docs/reference/api/pandas.Period.start_time.html,
pandas.Period.second,,https://pandas.pydata.org/docs/reference/api/pandas.Period.second.html,
pandas.Period.qyear,,https://pandas.pydata.org/docs/reference/api/pandas.Period.qyear.html,
pandas.Period.quarter,,https://pandas.pydata.org/docs/reference/api/pandas.Period.quarter.html,
pandas.Period.ordinal,,https://pandas.pydata.org/docs/reference/api/pandas.Period.ordinal.html,
pandas.Period.month,,https://pandas.pydata.org/docs/reference/api/pandas.Period.month.html,
pandas.Period.minute,,https://pandas.pydata.org/docs/reference/api/pandas.Period.minute.html,
pandas.Period.is_leap_year,,https://pandas.pydata.org/docs/reference/api/pandas.Period.is_leap_year.html,
pandas.Period.hour,,https://pandas.pydata.org/docs/reference/api/pandas.Period.hour.html,
pandas.Period.freqstr,,https://pandas.pydata.org/docs/reference/api/pandas.Period.freqstr.html,
pandas.Period.freq,,https://pandas.pydata.org/docs/reference/api/pandas.Period.freq.html,
pandas.Period.end_time,,https://pandas.pydata.org/docs/reference/api/pandas.Period.end_time.html,
pandas.Period.daysinmonth,,https://pandas.pydata.org/docs/reference/api/pandas.Period.daysinmonth.html,
pandas.Period.days_in_month,,https://pandas.pydata.org/docs/reference/api/pandas.Period.days_in_month.html,
pandas.Period.day_of_year,,https://pandas.pydata.org/docs/reference/api/pandas.Period.day_of_year.html,
pandas.Period.dayofyear,,https://pandas.pydata.org/docs/reference/api/pandas.Period.dayofyear.html,
pandas.Period.day_of_week,,https://pandas.pydata.org/docs/reference/api/pandas.Period.day_of_week.html,
pandas.Period.dayofweek,,https://pandas.pydata.org/docs/reference/api/pandas.Period.dayofweek.html,
pandas.Period.day,,https://pandas.pydata.org/docs/reference/api/pandas.Period.day.html,
pandas.Period,,https://pandas.pydata.org/docs/reference/api/pandas.Period.html,"value=None,freq=None,ordinal=None,year=None,month=None,quarter=None,day=None,hour=None,minute=None,second=None"
pandas.arrays.TimedeltaArray,,https://pandas.pydata.org/docs/reference/api/pandas.arrays.TimedeltaArray.html,"values,dtype=None,freq=_NoDefault.no_default,copy=False"
pandas.Timedelta.total_seconds,Total seconds in the duration.,https://pandas.pydata.org/docs/reference/api/pandas.Timedelta.total_seconds.html,
pandas.Timedelta.to_numpy,Convert the Timedelta to a NumPy timedelta64.,https://pandas.pydata.org/docs/reference/api/pandas.Timedelta.to_numpy.html,
pandas.Timedelta.to_timedelta64,Return a numpy.timedelta64 object with ‘ns’ precision.,https://pandas.pydata.org/docs/reference/api/pandas.Timedelta.to_timedelta64.html,
